setting,cellIndex,embedding1,embedding2,cell_type,raw_pathway_attention_score,mean_pathway_edge_attention,n_pathway_edges
UMAP2,830,0.79025453,-3.0187109,Ngn3 high EP,0.9313914,0.010705649,87
UMAP2,831,6.4823675,4.200848,Alpha,0.81081593,0.009319724,87
UMAP2,832,-9.781419,4.1579947,Ngn3 low EP,1.0827838,0.012445791,87
UMAP2,833,4.7551274,-4.0054984,Pre-endocrine,0.86958444,0.009995223,87
UMAP2,834,-10.966447,-1.3892388,Ductal,0.9867922,0.011342439,87
UMAP2,835,6.8304343,-0.9722898,Pre-endocrine,0.8428319,0.009687723,87
UMAP2,836,-9.894813,0.9848932,Ductal,0.97274935,0.011181027,87
UMAP2,837,3.4815195,-0.46052364,Pre-endocrine,0.93057597,0.010696275,87
UMAP2,838,-10.23585,3.0177786,Ductal,0.9674474,0.011120085,87
UMAP2,839,6.9266024,-1.2936271,Pre-endocrine,0.816596,0.00938616,87
UMAP2,840,8.952731,-1.2352407,Delta,0.7734636,0.008890387,87
UMAP2,841,-8.559136,2.8451557,Ngn3 low EP,1.0082601,0.0115891965,87
UMAP2,842,7.4617233,0.11265071,Alpha,0.7989545,0.0091833845,87
UMAP2,843,-2.0034108,-4.6948104,Ngn3 high EP,1.0151688,0.011668607,87
UMAP2,844,1.2557915,-4.5888705,Ngn3 high EP,0.98049116,0.011270014,87
UMAP2,845,5.4075723,-2.7113044,Pre-endocrine,0.93812335,0.010783027,87
UMAP2,846,5.066676,4.4889226,Beta,2.244391,0.025797598,87
UMAP2,847,-12.087017,1.5589969,Ductal,0.9789374,0.011252154,87
UMAP2,848,-1.3170171,-4.0194035,Ngn3 high EP,0.9939485,0.011424696,87
UMAP2,849,5.6098657,0.5263863,Beta,0.8691322,0.009990025,87
UMAP2,850,-11.389115,1.9158776,Ductal,0.9726696,0.01118011,87
UMAP2,851,-0.5766591,-4.383288,Ngn3 high EP,0.9703506,0.011153456,87
UMAP2,852,3.532883,4.800346,Beta,4.4841375,0.05154181,87
UMAP2,853,4.3274517,-0.9248707,Pre-endocrine,0.941368,0.010820322,87
UMAP2,854,-11.679147,2.7599142,Ductal,0.9605232,0.011040497,87
UMAP2,855,-9.026701,3.090956,Ductal,0.99865896,0.0114788385,87
UMAP2,856,-9.372817,-0.6007146,Ductal,0.9908937,0.011389583,87
UMAP2,857,7.2306433,2.9313617,Alpha,0.74654436,0.00858097,87
UMAP2,858,2.5750844,6.5669007,Beta,6.1247025,0.07039888,87
UMAP2,859,-8.104586,3.2721229,Ductal,1.0282595,0.011819075,87
UMAP2,860,2.7735355,0.5654254,Epsilon,0.9387575,0.010790315,87
UMAP2,861,-4.643283,-3.2280283,Ngn3 high EP,1.022882,0.011757264,87
UMAP2,862,-9.327528,-1.4761617,Ductal,0.9965378,0.011454457,87
UMAP2,863,4.935416,1.9824796,Beta,0.9052404,0.010405063,87
UMAP2,864,6.731877,4.876153,Alpha,0.78642106,0.009039323,87
UMAP2,865,1.400161,-4.419427,Ngn3 high EP,0.927063,0.010655897,87
UMAP2,866,1.0052022,-3.9234662,Pre-endocrine,0.984377,0.011314678,87
UMAP2,867,-11.040052,-0.2145382,Ductal,0.97574496,0.01121546,87
UMAP2,868,-10.748734,0.5757968,Ductal,0.98215926,0.011289187,87
UMAP2,869,7.2147193,2.9204834,Alpha,0.74517024,0.008565175,87
UMAP2,870,4.459526,4.489118,Beta,2.2829673,0.026241004,87
UMAP2,871,5.396626,-0.8183827,Pre-endocrine,0.86310434,0.00992074,87
UMAP2,872,4.215363,1.0666384,Pre-endocrine,0.8043939,0.009245907,87
UMAP2,873,-9.476435,-0.37104386,Ductal,0.9865304,0.01133943,87
UMAP2,874,-9.893807,-1.0331837,Ductal,0.9993861,0.011487196,87
UMAP2,875,-10.823965,5.34674,Ductal,1.0751208,0.012357711,87
UMAP2,876,-9.513916,0.12436558,Ductal,0.9900377,0.011379743,87
UMAP2,877,2.0381465,5.8971996,Beta,5.81759,0.06686886,87
UMAP2,878,-0.6228996,-3.8373337,Ngn3 high EP,0.98518455,0.0113239605,87
UMAP2,879,6.4701576,4.2691884,Alpha,0.7432045,0.0085425805,87
UMAP2,880,-9.761232,-0.40667775,Ductal,0.9883483,0.011360325,87
UMAP2,881,-9.557959,4.1131682,Ngn3 low EP,1.1230283,0.012908371,87
UMAP2,882,4.213548,-3.9204996,Pre-endocrine,0.86063427,0.009892348,87
UMAP2,883,3.2818792,5.411738,Beta,4.283944,0.04924074,87
UMAP2,884,-12.009616,3.2429476,Ductal,0.98971164,0.011375996,87
UMAP2,885,6.941162,-0.91295856,Pre-endocrine,0.8306278,0.009547446,87
UMAP2,886,0.013681008,-4.064048,Ngn3 high EP,1.0037259,0.011537079,87
UMAP2,887,7.760932,4.272995,Alpha,0.7253221,0.008337036,87
UMAP2,888,-7.084375,-1.8688343,Ngn3 high EP,0.98850465,0.011362122,87
UMAP2,889,5.819402,-0.5606409,Pre-endocrine,0.9228308,0.010607251,87
UMAP2,890,7.097826,4.504274,Alpha,0.78109074,0.008978055,87
UMAP2,891,-1.4529884,-3.6449916,Ngn3 high EP,1.0152259,0.011669263,87
UMAP2,892,2.401194,-3.5588784,Pre-endocrine,0.9465859,0.010880298,87
UMAP2,893,2.5960326,-2.145936,Pre-endocrine,0.9264577,0.010648939,87
UMAP2,894,-11.561457,5.0751514,Ductal,0.957847,0.011009736,87
UMAP2,895,7.567952,4.949401,Alpha,0.7953326,0.009141754,87
UMAP2,896,-0.6031837,-3.9035156,Ngn3 high EP,1.0218396,0.011745283,87
UMAP2,897,4.977005,2.7595148,Beta,0.9014613,0.010361624,87
UMAP2,898,-8.71778,1.751783,Ductal,0.98932993,0.011371609,87
UMAP2,899,-11.281374,4.351461,Ductal,0.9989274,0.011481924,87
UMAP2,900,-9.81897,-1.448699,Ngn3 low EP,0.9957657,0.011445583,87
UMAP2,901,-11.705671,4.6431775,Ductal,0.96435416,0.0110845305,87
UMAP2,902,-8.291375,3.2760758,Ductal,1.0322285,0.011864695,87
UMAP2,903,-10.852776,1.5193689,Ductal,0.97235096,0.011176447,87
UMAP2,904,0.60453975,-4.206972,Ngn3 high EP,0.95750934,0.011005854,87
UMAP2,905,-11.67965,4.587713,Ductal,0.9611031,0.011047162,87
UMAP2,906,7.1956205,-0.13698426,Alpha,0.7979728,0.0091721015,87
UMAP2,907,8.056905,5.0164995,Alpha,0.79425913,0.009129415,87
UMAP2,908,1.9571474,-4.571048,Ngn3 high EP,0.94885504,0.01090638,87
UMAP2,909,5.5313163,0.30975738,Beta,0.9550731,0.010977852,87
UMAP2,910,8.460152,-1.0663002,Delta,0.71388364,0.008205559,87
UMAP2,911,-7.225375,-2.259921,Ngn3 high EP,0.98570323,0.011329922,87
UMAP2,912,4.833937,-2.3541636,Pre-endocrine,0.9601233,0.0110359,87
UMAP2,913,1.8807157,5.904348,Beta,5.551038,0.06380503,87
UMAP2,914,-11.243677,4.4164834,Ngn3 low EP,1.0172243,0.011692233,87
UMAP2,915,2.9806314,2.3788333,Epsilon,0.86095893,0.00989608,87
UMAP2,916,-2.396533,-4.5295525,Ngn3 high EP,1.0403368,0.011957895,87
UMAP2,917,-11.52002,5.553624,Ductal,0.96226555,0.011060524,87
UMAP2,918,-10.582797,-0.33775386,Ductal,0.9796278,0.011260089,87
UMAP2,919,4.388681,0.13584013,Pre-endocrine,0.8909979,0.010241355,87
UMAP2,920,-5.121439,-3.7084095,Ngn3 high EP,1.0193675,0.011716867,87
UMAP2,921,-11.937838,0.6435228,Ductal,0.9658296,0.01110149,87
UMAP2,922,-9.957248,5.325384,Ductal,1.1098635,0.012757052,87
UMAP2,923,-8.519891,4.0246162,Ngn3 low EP,1.1839494,0.013608613,87
UMAP2,924,-8.164644,2.6234746,Ductal,1.0093653,0.011601901,87
UMAP2,925,2.609485,-3.651823,Pre-endocrine,0.9128986,0.010493088,87
UMAP2,926,5.5195093,4.336813,Alpha,1.0073588,0.0115788365,87
UMAP2,927,5.8842974,1.4022509,Beta,0.9044452,0.010395922,87
UMAP2,928,-10.907012,5.0804434,Ductal,1.0119305,0.0116313845,87
UMAP2,929,5.3836656,1.2236241,Beta,0.945322,0.01086577,87
UMAP2,930,-2.5602107,-2.9617395,Ngn3 high EP,1.0578982,0.012159749,87
UMAP2,931,-5.4541802,-3.3558283,Ngn3 high EP,1.0149233,0.011665786,87
UMAP2,932,6.6127343,2.9315298,Alpha,0.70220363,0.008071306,87
UMAP2,933,-11.559559,0.02669921,Ductal,0.9702797,0.01115264,87
UMAP2,934,-10.381596,6.2112336,Ductal,1.0852354,0.01247397,87
UMAP2,935,-9.963687,-0.8775084,Ductal,0.985254,0.011324759,87
UMAP2,936,-12.149435,3.7178593,Ductal,0.9864429,0.011338425,87
UMAP2,937,-10.544476,0.41303366,Ductal,0.96873134,0.011134843,87
UMAP2,938,-12.018254,2.3009818,Ductal,0.9716072,0.011167899,87
UMAP2,939,7.417243,-0.2897971,Alpha,0.8044973,0.009247095,87
UMAP2,940,-9.711366,0.43483868,Ductal,0.98348534,0.011304429,87
UMAP2,941,-11.88864,1.9938921,Ngn3 low EP,0.9749464,0.01120628,87
UMAP2,942,-8.297709,-1.7706131,Ductal,1.0086056,0.011593168,87
UMAP2,943,2.76907,5.8608265,Beta,6.4746246,0.07442097,87
UMAP2,944,7.400061,2.3805215,Alpha,0.79325736,0.0091179,87
UMAP2,945,-4.8283896,-3.1742628,Ngn3 high EP,1.0194718,0.011718066,87
UMAP2,946,5.457082,-0.83849823,Pre-endocrine,0.9086007,0.0104436865,87
UMAP2,947,-10.013277,4.956621,Ductal,1.088381,0.012510127,87
UMAP2,948,5.5857234,-2.9920208,Pre-endocrine,0.8967625,0.010307615,87
UMAP2,949,0.8146066,-4.770844,Ngn3 high EP,0.9070258,0.010425584,87
UMAP2,950,-10.944262,0.845046,Ductal,0.97341347,0.011188661,87
UMAP2,951,2.9955544,5.928018,Beta,6.2987213,0.072399095,87
UMAP2,952,-9.711817,-0.46284208,Ductal,0.988944,0.011367172,87
UMAP2,953,6.6440673,2.5177476,Alpha,0.74433494,0.008555574,87
UMAP2,954,6.462068,2.8380911,Alpha,0.7618123,0.008756463,87
UMAP2,955,5.927425,-1.6325763,Pre-endocrine,0.89499545,0.010287304,87
UMAP2,956,7.763415,4.530352,Alpha,0.7576786,0.00870895,87
UMAP2,957,5.1989574,-0.32572925,Beta,0.9446559,0.010858114,87
UMAP2,958,-10.87,6.123208,Ductal,1.0577093,0.012157579,87
UMAP2,959,3.3049688,-4.4804287,Pre-endocrine,0.9026838,0.010375676,87
UMAP2,960,-6.7712617,-2.3241286,Ngn3 high EP,0.99173445,0.011399247,87
UMAP2,961,4.11683,5.118462,Beta,3.532961,0.040608745,87
UMAP2,962,-4.23792,-3.3284132,Ngn3 high EP,1.0430753,0.011989372,87
UMAP2,963,-9.667707,1.6971505,Ductal,0.97223747,0.0111751435,87
UMAP2,964,3.6782017,-4.614248,Pre-endocrine,0.883379,0.010153782,87
UMAP2,965,-11.498204,-0.0330004,Ductal,0.9788678,0.011251355,87
UMAP2,966,9.267184,-1.1922368,Delta,0.76325405,0.008773035,87
UMAP2,967,-10.138056,-0.2455652,Ductal,0.9748077,0.011204686,87
UMAP2,968,4.2148595,2.2902572,Beta,0.9671068,0.01111617,87
UMAP2,969,-10.838547,-0.94042593,Ductal,0.98375076,0.01130748,87
UMAP2,970,5.464428,0.017999023,Beta,0.93928397,0.010796367,87
UMAP2,971,-3.8179834,-3.4453528,Ngn3 high EP,1.0942919,0.012578068,87
UMAP2,972,-10.4486885,0.47134116,Ductal,0.9786655,0.011249028,87
UMAP2,973,-10.902349,5.326665,Ductal,0.9953206,0.011440467,87
UMAP2,974,-9.7587595,0.2423785,Ductal,0.98052007,0.011270345,87
UMAP2,975,7.1247864,4.9113374,Alpha,0.8196949,0.00942178,87
UMAP2,976,3.3508441,5.5438113,Beta,5.4590816,0.06274807,87
UMAP2,977,3.1771665,-3.8969111,Pre-endocrine,0.9362706,0.010761731,87
UMAP2,978,1.4017875,-4.491197,Ngn3 high EP,0.9970674,0.011460545,87
UMAP2,979,3.497312,4.779709,Beta,5.1952085,0.05971504,87
UMAP2,980,2.7205696,4.915182,Beta,6.2566385,0.07191539,87
UMAP2,981,1.6007276,-0.1935067,Epsilon,0.9275083,0.010661015,87
UMAP2,982,-11.412879,4.3487186,Ductal,0.95942086,0.011027826,87
UMAP2,983,6.760431,-1.6469861,Pre-endocrine,0.8828233,0.010147394,87
UMAP2,984,8.271583,4.057217,Alpha,0.74468815,0.008559634,87
UMAP2,985,-6.133429,-2.5699167,Ngn3 high EP,0.99632007,0.011451955,87
UMAP2,986,-1.6511745,-3.6880586,Ngn3 high EP,1.0160499,0.011678734,87
UMAP2,987,-8.411717,1.1770095,Ngn3 low EP,0.9800539,0.011264987,87
UMAP2,988,2.7806094,0.24042784,Epsilon,0.92480004,0.010629886,87
UMAP2,989,2.9642417,-1.7708411,Pre-endocrine,0.9422207,0.010830123,87
UMAP2,990,3.6076992,2.541449,Epsilon,0.79357123,0.009121508,87
UMAP2,991,-11.21056,0.009992222,Ductal,0.97495437,0.011206372,87
UMAP2,992,6.0776763,3.2064805,Beta,0.7852404,0.009025752,87
UMAP2,993,3.5378742,2.5844326,Epsilon,0.7871379,0.009047562,87
UMAP2,994,4.094209,4.963853,Beta,3.1459079,0.03615986,87
UMAP2,995,-2.9314163,-3.4965558,Ngn3 high EP,1.0239043,0.011769015,87
UMAP2,996,-11.652732,2.0219119,Ductal,0.96355385,0.011075332,87
UMAP2,997,-11.626649,5.138137,Ductal,0.9698033,0.011147164,87
UMAP2,998,-10.303003,5.6044426,Ductal,1.0325016,0.011867834,87
UMAP2,999,-9.236272,-1.1816897,Ductal,0.9936988,0.011421825,87
UMAP2,1000,-11.675292,5.294537,Ductal,0.95858055,0.011018167,87
UMAP2,1001,-1.7001508,-4.6097093,Ngn3 high EP,1.0073102,0.011578278,87
UMAP2,1002,4.874976,-3.9440777,Pre-endocrine,0.8742657,0.010049031,87
UMAP2,1003,-9.723412,5.537963,Ductal,1.1636173,0.013374911,87
UMAP2,1004,3.4264266,2.393738,Epsilon,0.81981933,0.00942321,87
UMAP2,1005,-10.366406,0.49234748,Ductal,0.97801733,0.0112415785,87
UMAP2,1006,2.7281106,-2.271968,Pre-endocrine,0.9331901,0.010726323,87
UMAP2,1007,6.705448,4.073849,Alpha,0.7647555,0.008790293,87
UMAP2,1008,3.7149236,4.707275,Beta,3.9669197,0.04559678,87
UMAP2,1009,2.7643242,-4.636431,Pre-endocrine,0.8708347,0.010009594,87
UMAP2,1010,3.177371,-4.5278583,Pre-endocrine,0.88324285,0.010152217,87
UMAP2,1011,3.9746444,4.132046,Beta,2.4568949,0.02824017,87
UMAP2,1012,5.737597,-1.327671,Pre-endocrine,0.8648251,0.009940519,87
UMAP2,1013,6.0866566,-2.3522217,Pre-endocrine,0.8780418,0.0100924345,87
UMAP2,1014,6.8459525,4.8806863,Alpha,0.78166395,0.008984643,87
UMAP2,1015,-0.9032077,-3.9261105,Ngn3 high EP,1.0085411,0.011592426,87
UMAP2,1016,-11.529704,5.127883,Ductal,0.97596025,0.011217934,87
UMAP2,1017,-10.512287,6.090151,Ductal,1.0934931,0.012568886,87
UMAP2,1018,-10.920757,-0.06147105,Ductal,0.97315264,0.011185663,87
UMAP2,1019,-9.791931,-0.5245155,Ductal,0.99645436,0.011453498,87
UMAP2,1020,-2.9004357,-4.8375278,Ngn3 high EP,0.9859899,0.011333218,87
UMAP2,1021,-10.052244,-1.1624088,Ngn3 low EP,0.9964423,0.01145336,87
UMAP2,1022,0.51606363,-4.070285,Ngn3 high EP,0.9840789,0.011311252,87
UMAP2,1023,0.51600087,-5.1058545,Ngn3 high EP,0.9371868,0.010772262,87
UMAP2,1024,4.7586412,3.9066586,Beta,1.1653811,0.013395185,87
UMAP2,1025,3.0758135,1.7588075,Epsilon,0.89409953,0.010277006,87
UMAP2,1026,-11.985892,4.9859424,Ductal,0.9608108,0.011043802,87
UMAP2,1027,-2.7158902,-3.869902,Ngn3 high EP,1.0117475,0.011629282,87
UMAP2,1028,-10.775906,5.8763013,Ductal,1.0248936,0.011780387,87
UMAP2,1029,-9.930042,4.719982,Ductal,1.111375,0.012774425,87
UMAP2,1030,-2.9289746,-4.4435763,Ngn3 high EP,1.0488968,0.012056285,87
UMAP2,1031,-9.798034,-1.3812926,Ngn3 low EP,0.99552983,0.011442872,87
UMAP2,1032,-11.263808,5.9572306,Ductal,1.0344348,0.011890055,87
UMAP2,1033,-10.489351,0.2288167,Ngn3 low EP,0.9764917,0.011224043,87
UMAP2,1034,-9.360669,1.7941029,Ductal,0.97276694,0.011181229,87
UMAP2,1035,3.7287414,-3.2727647,Pre-endocrine,0.91682076,0.01053817,87
UMAP2,1036,-4.518529,-3.4350255,Ngn3 high EP,1.0112282,0.011623313,87
UMAP2,1037,-11.890728,2.03812,Ductal,0.9708892,0.011159646,87
UMAP2,1038,-2.1175482,-4.139339,Ngn3 high EP,1.0002384,0.011496994,87
UMAP2,1039,-11.300392,-1.1916368,Ductal,0.98539996,0.011326436,87
UMAP2,1040,5.542148,-1.4525855,Pre-endocrine,0.91089356,0.010470041,87
UMAP2,1041,4.1965895,-4.2398696,Pre-endocrine,0.8422912,0.009681508,87
UMAP2,1042,-0.6570406,-3.467319,Ngn3 high EP,0.9714862,0.011166508,87
UMAP2,1043,7.918187,4.472039,Alpha,0.77364516,0.008892473,87
UMAP2,1044,-9.18339,-0.5053371,Ngn3 low EP,0.9890951,0.011368909,87
UMAP2,1045,3.0707061,5.5982947,Beta,6.393483,0.07348831,87
UMAP2,1046,4.185972,-0.6343442,Pre-endocrine,0.9368795,0.01076873,87
UMAP2,1047,3.627469,-2.3629816,Pre-endocrine,0.9333246,0.010727868,87
UMAP2,1048,-12.113614,3.7085788,Ngn3 low EP,0.9889006,0.011366674,87
UMAP2,1049,3.0949497,4.0822134,Beta,3.740384,0.04299292,87
UMAP2,1050,5.845837,-0.9991029,Pre-endocrine,0.9185844,0.010558441,87
UMAP2,1051,-10.57928,1.3531942,Ductal,0.9737128,0.011192101,87
UMAP2,1052,5.9668007,-0.04464989,Beta,0.90613604,0.010415357,87
UMAP2,1053,4.676017,3.5020888,Beta,0.93555164,0.010753467,87
UMAP2,1054,-9.561354,0.45304972,Ductal,0.9905159,0.01138524,87
UMAP2,1055,0.50112236,-2.9260707,Pre-endocrine,0.9481813,0.010898636,87
UMAP2,1056,5.303883,1.6822666,Beta,0.906131,0.010415299,87
UMAP2,1057,6.259916,-1.7070044,Pre-endocrine,0.9056072,0.010409279,87
UMAP2,1058,2.207783,5.6842246,Beta,5.947213,0.06835877,87
UMAP2,1059,-8.285477,-0.93505675,Ngn3 low EP,0.9996066,0.011489731,87
UMAP2,1060,-4.8976345,-2.7684689,Ngn3 high EP,1.0219202,0.011746209,87
UMAP2,1061,-11.788116,1.8775017,Ductal,0.9762225,0.011220949,87
UMAP2,1062,-8.618556,-1.1526488,Ngn3 low EP,1.002101,0.011518402,87
UMAP2,1063,2.8042812,4.4819536,Beta,5.3147345,0.0610889,87
UMAP2,1064,-8.267442,3.6472569,Ngn3 low EP,1.0918269,0.012549735,87
UMAP2,1065,4.6824923,0.3941121,Pre-endocrine,0.8526869,0.0098009985,87
UMAP2,1066,3.326241,-4.265512,Pre-endocrine,0.8896038,0.010225331,87
UMAP2,1067,5.115173,-3.5923386,Pre-endocrine,0.8916691,0.01024907,87
UMAP2,1068,7.685077,2.2391577,Alpha,0.75148046,0.008637707,87
UMAP2,1069,6.667546,4.6028905,Alpha,0.775071,0.008908862,87
UMAP2,1070,4.4547095,2.0102932,Alpha,0.8144412,0.009361393,87
UMAP2,1071,7.7738223,2.8140883,Alpha,0.716702,0.008237954,87
UMAP2,1072,3.7063935,-3.5862,Pre-endocrine,0.90922797,0.010450896,87
UMAP2,1073,1.7631501,0.09848363,Epsilon,0.9287486,0.010675271,87
UMAP2,1074,-10.458076,3.2308547,Ductal,0.9680383,0.011126877,87
UMAP2,1075,-0.78509057,-3.5031822,Ngn3 high EP,0.97793025,0.011240577,87
UMAP2,1076,4.950829,1.9616107,Beta,0.90594405,0.01041315,87
UMAP2,1077,-9.363231,5.0457234,Ngn3 low EP,1.1627994,0.01336551,87
UMAP2,1078,3.5803874,-4.2653656,Pre-endocrine,0.87196845,0.010022626,87
UMAP2,1079,-10.228986,1.1681406,Ductal,0.95065,0.010927011,87
UMAP2,1080,-8.731584,-0.754263,Ductal,1.0080608,0.011586905,87
UMAP2,1081,-3.2214863,-4.541113,Ngn3 high EP,1.004296,0.011543632,87
UMAP2,1082,5.3488913,0.48823047,Beta,0.83139217,0.009556232,87
UMAP2,1083,7.2491794,1.1239522,Alpha,0.82719594,0.009508,87
UMAP2,1084,-9.106795,3.7825587,Ngn3 low EP,1.0284289,0.011821022,87
UMAP2,1085,-1.2369653,-4.26118,Ngn3 high EP,0.96929896,0.011141367,87
UMAP2,1086,4.3242874,-3.2827294,Pre-endocrine,0.9190177,0.010563421,87
UMAP2,1087,5.66651,-2.272631,Pre-endocrine,0.91113746,0.010472844,87
UMAP2,1088,3.8735611,4.9714055,Beta,3.2367952,0.03720454,87
UMAP2,1089,6.2888494,2.357752,Alpha,0.8147712,0.009365186,87
UMAP2,1090,-10.685843,6.2872624,Ductal,1.079231,0.012404954,87
UMAP2,1091,1.5530397,-4.556798,Ngn3 high EP,0.9385354,0.010787763,87
UMAP2,1092,-6.9532866,-2.4427943,Ngn3 high EP,0.98695934,0.01134436,87
UMAP2,1093,6.580894,-0.8813169,Pre-endocrine,0.8956859,0.01029524,87
UMAP2,1094,5.110179,-0.65286154,Pre-endocrine,0.92062044,0.0105818445,87
UMAP2,1095,-9.76578,0.6973228,Ductal,0.9605669,0.011040999,87
UMAP2,1096,4.929497,2.9962478,Beta,0.8659816,0.009953811,87
UMAP2,1097,-10.111404,2.5510674,Ductal,0.9578109,0.011009321,87
UMAP2,1098,-10.248005,-1.4406672,Ductal,0.9971289,0.011461251,87
UMAP2,1099,5.637778,0.13977742,Pre-endocrine,0.89469093,0.010283804,87
UMAP2,1100,7.723612,4.677212,Alpha,0.79409486,0.0091275275,87
UMAP2,1101,-9.368842,-0.13359381,Ductal,0.98811805,0.011357679,87
UMAP2,1102,4.193206,-0.57754254,Pre-endocrine,0.9302053,0.010692014,87
UMAP2,1103,-10.57519,6.3663063,Ductal,1.0667403,0.012261382,87
UMAP2,1104,1.9309949,5.4640994,Beta,5.710127,0.06563364,87
UMAP2,1105,-12.318574,2.9573407,Ductal,0.97523755,0.011209627,87
UMAP2,1106,7.886614,3.8780625,Alpha,0.7519132,0.00864268,87
UMAP2,1107,3.4004338,4.2555666,Beta,3.7807503,0.0434569,87
UMAP2,1108,0.12786193,-3.2639813,Ngn3 high EP,0.98447084,0.0113157565,87
UMAP2,1109,7.8251843,1.0759209,Alpha,0.8529211,0.009803691,87
UMAP2,1110,2.547651,4.784365,Beta,6.2289543,0.071597174,87
UMAP2,1111,-4.874323,-2.5297995,Ngn3 high EP,1.0323976,0.011866639,87
UMAP2,1112,-11.6858225,4.0219517,Ductal,0.98077345,0.011273258,87
UMAP2,1113,8.033713,1.9235836,Alpha,0.77540916,0.008912749,87
UMAP2,1114,-11.327361,5.6863484,Ductal,0.9863738,0.0113376295,87
UMAP2,1115,-10.353292,-1.2962368,Ductal,0.98387676,0.011308928,87
UMAP2,1116,-10.939264,5.2197967,Ductal,1.0304456,0.011844202,87
UMAP2,1117,-8.658118,0.06533457,Ngn3 low EP,0.9904884,0.011384924,87
UMAP2,1118,-12.354056,3.19142,Ductal,0.9810993,0.011277003,87
UMAP2,1119,3.4356675,4.522698,Beta,4.312437,0.049568243,87
UMAP2,1120,1.9710128,5.5493636,Beta,5.9470186,0.06835654,87
UMAP2,1121,8.69291,-1.0775985,Delta,0.775118,0.008909402,87
UMAP2,1122,6.3937573,2.3508236,Alpha,0.8236029,0.0094667,87
UMAP2,1123,-9.322037,2.313391,Ductal,0.973433,0.011188885,87
UMAP2,1124,1.9517372,-3.6101,Pre-endocrine,0.93885314,0.010791415,87
UMAP2,1125,-10.610152,6.327206,Ductal,1.0592291,0.012175048,87
UMAP2,1126,5.2992864,-3.236077,Pre-endocrine,0.9258187,0.010641594,87
UMAP2,1127,7.686924,4.105818,Alpha,0.7789025,0.008952902,87
UMAP2,1128,2.0832539,-0.43325984,Epsilon,0.91324663,0.010497088,87
UMAP2,1129,-10.127355,-1.3601911,Ductal,0.99635714,0.011452381,87
UMAP2,1130,7.975042,5.0593224,Alpha,0.7456975,0.008571235,87
UMAP2,1131,-2.24166,-4.509757,Ngn3 high EP,1.02926,0.011830575,87
UMAP2,1132,-10.781892,0.26030186,Ngn3 low EP,0.9804595,0.0112696495,87
UMAP2,1133,5.9560375,1.9101647,Alpha,0.7644664,0.00878697,87
UMAP2,1134,-8.179758,-1.5600168,Ngn3 low EP,0.99301815,0.011414002,87
UMAP2,1135,9.005637,-1.3545862,Delta,0.75240535,0.008648337,87
UMAP2,1136,5.1327252,0.2178616,Beta,0.926474,0.010649126,87
UMAP2,1137,7.09317,-1.0801405,Pre-endocrine,0.8610896,0.009897581,87
UMAP2,1138,-9.698605,-1.6005168,Ductal,1.0035039,0.011534528,87
UMAP2,1139,-5.5187593,-2.8590412,Ngn3 high EP,1.0066843,0.011571084,87
UMAP2,1140,-9.628373,1.1125158,Ngn3 low EP,0.98708564,0.011345812,87
UMAP2,1141,5.4944234,-2.297533,Pre-endocrine,0.90754557,0.010431558,87
UMAP2,1142,-0.8257158,-3.857699,Ngn3 high EP,0.9820115,0.011287488,87
UMAP2,1143,7.163431,-0.09252501,Alpha,0.80193865,0.009217686,87
UMAP2,1144,9.338699,-1.289657,Delta,0.7827376,0.008996984,87
UMAP2,1145,-11.168543,-0.49517328,Ductal,0.98368883,0.011306768,87
UMAP2,1146,-11.68967,4.9110513,Ductal,0.98515,0.011323563,87
UMAP2,1147,-3.9621499,-3.3797982,Ngn3 high EP,1.0722005,0.012324144,87
UMAP2,1148,7.427266,-0.20830852,Alpha,0.82678866,0.009503318,87
UMAP2,1149,-8.788683,-1.9089465,Ngn3 low EP,1.0053663,0.011555934,87
UMAP2,1150,-2.9155786,-4.4667654,Ngn3 high EP,1.0183399,0.011705056,87
UMAP2,1151,3.0648134,5.6781917,Beta,6.536561,0.075132884,87
UMAP2,1152,-4.2179413,-3.6094508,Ngn3 high EP,1.038501,0.011936793,87
UMAP2,1153,-3.5229168,-3.8482993,Ngn3 high EP,1.0617727,0.012204284,87
UMAP2,1154,-10.464448,0.58163744,Ductal,0.9833566,0.011302949,87
UMAP2,1155,-7.354401,-1.955172,Ngn3 high EP,1.0034623,0.011534049,87
UMAP2,1156,-2.2293453,-3.7069468,Ngn3 high EP,1.0142084,0.011657569,87
UMAP2,1157,4.849149,3.105389,Beta,0.8574642,0.00985591,87
UMAP2,1158,6.2633734,1.510778,Alpha,0.79820114,0.009174726,87
UMAP2,1159,6.5655465,-0.9373272,Pre-endocrine,0.8476771,0.009743415,87
UMAP2,1160,1.6145461,-4.5537934,Ngn3 high EP,0.98461133,0.011317371,87
UMAP2,1161,2.9562123,-3.7305536,Pre-endocrine,0.91337395,0.010498551,87
UMAP2,1162,8.3878975,-1.2108883,Delta,0.7342131,0.008439231,87
UMAP2,1163,-0.58671534,-4.2824984,Ngn3 high EP,0.9521379,0.010944114,87
UMAP2,1164,5.5756135,-3.2693503,Pre-endocrine,0.8733961,0.010039035,87
UMAP2,1165,-0.9014218,-4.202152,Ngn3 high EP,0.9737127,0.0111921,87
UMAP2,1166,5.466826,-2.9052207,Pre-endocrine,0.91257966,0.010489421,87
